88,FIPSNO
39095,12
270074,4.62205e+006
293499,4.62224e+006
320586,4.6105e+006
299435,4.61e+006
285763,4.6099e+006
282741,4.60551e+006
275459,4.60134e+006
273384,4.59622e+006
264726,4.59034e+006
260065,4.58882e+006
260196,4.5968e+006
261361,4.62222e+006
39051,7
220512,4.62282e+006
261361,4.62222e+006
260196,4.5968e+006
221828,4.59792e+006
221932,4.60085e+006
218384,4.60119e+006
218412,4.6228e+006
39055,13
499922,4.61779e+006
499643,4.59378e+006
499454,4.57693e+006
468455,4.57727e+006
468608,4.58555e+006
469787,4.58554e+006
469812,4.58761e+006
468634,4.58762e+006
468325,4.60147e+006
476211,4.60145e+006
476124,4.60931e+006
492196,4.60944e+006
492344,4.61782e+006
39171,8
183138,4.5932e+006
183682,4.60459e+006
184581,4.62314e+006
218412,4.6228e+006
218384,4.60119e+006
221932,4.60085e+006
221828,4.59792e+006
221387,4.5914e+006
39035,18
468455,4.57727e+006
451030,4.57756e+006
450949,4.57559e+006
454079,4.5699e+006
453391,4.56912e+006
443444,4.56937e+006
427094,4.56965e+006
427317,4.57752e+006
419056,4.57794e+006
419718,4.59492e+006
438354,4.59355e+006
460164,4.609e+006
460276,4.60174e+006
468325,4.60147e+006
468634,4.58762e+006
469812,4.58761e+006
469787,4.58554e+006
468608,4.58555e+006
39123,9
298927,4.59682e+006
299435,4.61e+006
320586,4.6105e+006
332882,4.60044e+006
350199,4.6e+006
351057,4.59663e+006
327077,4.59146e+006
305044,4.59188e+006
305034,4.59652e+006
39173,11
297265,4.55984e+006
259147,4.5609e+006
260065,4.58882e+006
264726,4.59034e+006
273384,4.59622e+006
275459,4.60134e+006
282741,4.60551e+006
285763,4.6099e+006
299435,4.61e+006
298927,4.59682e+006
297650,4.56919e+006
39093,14
402041,4.54594e+006
388242,4.54636e+006
388063,4.57101e+006
387925,4.58753e+006
415254,4.59646e+006
419718,4.59492e+006
419056,4.57794e+006
427317,4.57752e+006
427094,4.56965e+006
419008,4.56947e+006
418904,4.5611e+006
410243,4.5612e+006
410232,4.55449e+006
402241,4.55446e+006
39143,9
297650,4.56919e+006
298927,4.59682e+006
305034,4.59652e+006
305044,4.59188e+006
327077,4.59146e+006
340499,4.58819e+006
346017,4.58777e+006
346429,4.572e+006
346244,4.56861e+006
39155,6
500029,4.55336e+006
499454,4.57693e+006
499643,4.59378e+006
539738,4.59383e+006
540069,4.59319e+006
540043,4.55326e+006
39069,7
259147,4.5609e+006
229751,4.5616e+006
230638,4.59064e+006
221387,4.5914e+006
221828,4.59792e+006
260196,4.5968e+006
260065,4.58882e+006
39043,7
388063,4.57101e+006
346429,4.572e+006
346017,4.58777e+006
340499,4.58819e+006
356587,4.59019e+006
370512,4.58336e+006
387925,4.58753e+006
39039,10
221387,4.5914e+006
230638,4.59064e+006
229751,4.5616e+006
220410,4.5619e+006
220491,4.56695e+006
211299,4.56741e+006
211281,4.57235e+006
182314,4.57379e+006
182514,4.5772e+006
183138,4.5932e+006
39153,12
446258,4.52925e+006
446328,4.53707e+006
442838,4.53724e+006
443444,4.56937e+006
453391,4.56912e+006
454079,4.5699e+006
450949,4.57559e+006
451030,4.57756e+006
468455,4.57727e+006
467899,4.53708e+006
465854,4.53696e+006
465245,4.52852e+006
39133,6
493213,4.53698e+006
467899,4.53708e+006
468455,4.57727e+006
499454,4.57693e+006
500029,4.55336e+006
499765,4.53717e+006
39077,8
355349,4.53918e+006
346206,4.53977e+006
346244,4.56861e+006
346429,4.572e+006
388063,4.57101e+006
388242,4.54636e+006
380091,4.54648e+006
379918,4.53856e+006
39103,11
442838,4.53724e+006
405140,4.53823e+006
401752,4.53842e+006
402041,4.54594e+006
402241,4.55446e+006
410232,4.55449e+006
410243,4.5612e+006
418904,4.5611e+006
419008,4.56947e+006
427094,4.56965e+006
443444,4.56937e+006
39147,7
322948,4.53953e+006
296687,4.54006e+006
297265,4.55984e+006
297650,4.56919e+006
346244,4.56861e+006
346206,4.53977e+006
344329,4.53925e+006
39125,8
215025,4.54281e+006
181122,4.54439e+006
182314,4.57379e+006
211281,4.57235e+006
211299,4.56741e+006
220491,4.56695e+006
220410,4.5619e+006
219649,4.54255e+006
39063,11
288448,4.52098e+006
257652,4.52192e+006
258067,4.53338e+006
259147,4.5609e+006
297265,4.55984e+006
296687,4.54006e+006
293868,4.54007e+006
293717,4.53567e+006
291820,4.53566e+006
291523,4.53106e+006
288855,4.53112e+006
39137,13
258067,4.53338e+006
248526,4.53351e+006
248420,4.53215e+006
238357,4.53252e+006
238178,4.52742e+006
219338,4.52797e+006
219346,4.53362e+006
214882,4.53367e+006
215025,4.54281e+006
219649,4.54255e+006
220410,4.5619e+006
