la ozone july 96
12
station
av8top
r_av_t1
r_av_t2
maxday
r_max_t1
r_max_t2
monitor
lat
lon
X_coord
Y_coord
60  7.225806  0.372252  -0.488005  16  2.098086  0.155116  70060  34.135833  -117.923611  414841.1516  3777602.226  '60'
69  5.899194  -0.09886  -0.493513  14  1.078455  0.443783  70069  34.176111  -118.315278  378784.2038  3782464.731  '69'
72  4.052885  -0.683809  0.68087  9  -1.37435  1.088834  70072  33.823611  -118.1875  390107.7855  3743232.55  '72'
74  7.181452  1.656352  1.775206  13  0.616122  1.284577  70074  34.199444  -118.534722  358597.5668  3785334.902  '74'
75  6.076613  -0.923711  -1.85  13  -0.905455  -3.091517  70075  34.066944  -117.751389  430664.5885  3769833.316  '75'
84  3.157258  -1.99934  -1.392062  8  -3.190686  -2.235786  70084  33.929167  -118.209722  388188.9972  3754961.102  '84'
85  5.201613  -0.742679  -1.150181  11  -1.421992  -2.466919  70085  34.015  -118.059722  402152.0708  3764325.383  '85'
87  4.717742  -1.02117  -1.189713  11  -1.300489  -1.758452  70087  34.067222  -118.226389  386831.6793  3770287.971  '87'
88  6.532258  0.403543  -0.136144  15  2.160775  0.923208  70088  34.083333  -118.106944  397873.669  3771948.729  '88'
89  7.540323  1.159759  0.556318  15  1.025179  1.022278  70089  34.3875  -118.534722  358912.388  3806189.931  '89'
91  4.891129  -0.170692  0.623909  10  -1.396584  0.13966  70091  34.050833  -118.454167  365785.4556  3768746.046  '91'
94  4.149194  -0.554702  0.899918  10  -0.600523  2.030213  70094  33.92357  -118.37085  373287.11  3754527.699  '94'
96  7.266129  -1.544832  -0.543662  13  -4.873234  -1.099639  70096  34.69012  -118.1334  396184.5796  3839263.873  '96'
3176  4.100806  -1.353356  -1.260409  9  -2.278425  -2.217096  30176  33.820278  -117.9125  415554.1819  3742603.346  '3176'
3177  4.737903  -1.091854  -1.42509  10  -2.03893  -2.941163  30177  33.926111  -117.951389  412063.7537  3754370.861  '3177'
3186  4.600806  -0.575822  -0.151086  11  0.588374  1.97588  30186  33.6275  -117.690278  435976.8208  3721068.75  '3186'
3195  4.358871  -0.399478  0.863513  8  -2.005258  0.645471  30195  33.67511  -117.9269  414076.8421  3726519.161  '3195'
4137  8.241935  -1.034561  -0.259124  13  -3.246092  -1.342509  33137  33.85  -116.543056  542271.9862  3745618.372  '4137'
4144  8.794355  1.181093  0.317937  17  2.462707  0.362394  33144  34.010278  -117.426389  460628.5061  3763377.527  '4144'
4149  8.899194  2.154712  0.948131  15  2.371739  0.658403  33149  33.708333  -117.243056  477477.8562  3729843.797  '4149'
4150  7.16129  -1.548433  -1.542278  14  -1.71548  -1.83353  33150  33.925  -116.876389  511425.2338  3753847.055  '4150'
4157  8.133065  -1.379301  -0.418079  13  -3.195685  0.266336  33157  33.714555  -116.233894  570984.8108  3730770.56  '4157'
4158  7.858871  1.47962  0.442863  13  0.929455  -0.362998  33158  33.67401  -117.32114  470230.5502  3726058.069  '4158'
4162  9.762097  2.053652  1.197733  17  2.432788  0.411526  33162  33.97562  -117.33263  469273.5024  3759502.621  '4162'
5175  8.149194  0.656933  -0.163403  16  1.369691  -0.68543  36175  34.103611  -117.629167  441967.9933  3773822.912  '5175'
5181  11.649194  2.572842  3.597753  22  4.974738  6.187758  36181  34.243889  -117.273611  474805.0231  3789232.296  '5181'
5197  8.604839  0.797338  0.131264  17  1.978384  0.163513  36197  34.099444  -117.504167  453495.3706  3773296.931  '5197'
5203  9.947581  1.487341  1.427654  20  4.123727  3.374649  36203  34.107222  -117.273611  474764.3726  3774078.432  '5203'
5204  10.274194  1.668422  1.738827  19  3.044636  2.585552  36204  34.066667  -117.151389  486030.4791  3769558.26  '5204'
5212  8.524194  1.258195  0.269258  17  2.974254  0.686926  36512  33.9846  -117.512733  452641.4369  3760566.908  '5212'
5213  4.447917  -4.939279  -3.298373  9  -8.471412  -6.146919  36513  34.262276  -117.188543  482642.1459  3791253.321  '5213'
591  8.241935  1.159824  0.289987  18  3.785489  1.775914  70591  34.143889  -117.851389  421507.8104  3778437.629  '591'
