13.46	-9.00	8.544120731	7.87418423	-0.019141043	-2.609691913	-2.613851148
-58.41	-34.67	9.838024565	10.11608485	0.00794458	-1.728074913	-2.711282187
149.04	-35.35	10.18414462	10.72175252	0.015360226	-1.399951978	-2.644414003
16.32	48.20	9.634497766	10.71492805	0.030869437	-1.344944416	-2.939148447
29.53	-3.27	6.789886467	7.199507627	0.011703462	-2.954896159	-2.706425383
4.37	50.84	9.916199352	10.82285648	0.025904489	-1.427379775	-2.892842551
2.63	6.60	7.554459356	7.698325455	0.00411046	-2.769594209	-2.604557394
-1.67	12.48	7.157732793	7.497824981	0.00971692	-2.551196427	-2.712608636
90.41	23.71	8.030773702	8.714762989	0.019542551	-2.322738328	-2.749262748
-68.15	-16.50	8.826353115	8.80018638	-0.000747621	-2.316613505	-2.571304241
-47.90	-15.79	8.906013934	9.824400525	0.026239617	-1.553634694	-2.575580678
25.79	-24.66	7.692469081	9.770191902	0.059363509	-1.811906034	-2.59956745
18.56	4.37	8.19048545	7.739998928	-0.012871043	-3.065344337	-2.733757021
-75.65	45.37	10.23546447	10.71488483	0.013697725	-1.543525952	-2.616255
15.29	-4.29	6.998022306	8.183254104	0.033863766	-1.36711592	-2.529167066
7.45	46.95	10.37584245	10.69849478	0.009218638	-1.279368497	-2.769935991
-70.65	-33.48	9.36680171	9.998324561	0.01804351	-1.893502995	-2.625916002
-4.02	5.32	7.988779953	8.494501161	0.014449177	-2.476709413	-2.566247368
11.51	3.87	8.169910354	8.233571363	0.001818886	-2.654606416	-2.563162007
-74.08	4.63	9.016825763	9.398495941	0.010904862	-2.165160946	-2.467262755
-84.08	9.93	9.334868979	9.531170726	0.005608621	-1.970055718	-2.44745298
12.55	55.72	10.08864305	10.69991614	0.017464945	-1.448668095	-2.843986355
-69.91	18.50	8.675351899	9.379790796	0.020126826	-2.100768335	-2.556166394
-78.52	-0.23	8.718522517	9.451627236	0.020945849	-1.568445955	-2.589551006
31.25	30.08	8.538377103	9.421038761	0.025218905	-2.633838088	-2.612378658
-3.69	40.44	9.40537587	10.62085814	0.034728065	-1.411153607	-2.841182075
38.00	9.03	7.005502057	7.104106228	0.002817262	-3.158214381	-2.614030956
24.98	60.20	9.704481687	10.55030691	0.024166435	-1.298371608	-2.879273341
2.43	48.88	9.804261259	10.71221756	0.025941609	-1.389636105	-2.850813782
-0.18	51.49	9.948425798	10.58908268	0.018304482	-1.708693214	-2.898581843
-0.20	5.56	7.59113125	7.879890209	0.008250256	-2.250852532	-2.536212103
